Ticker,returnOnAssets,grossMargins,operatingMargins,revenueGrowth,earningsGrowth,currentRatio,marketCap,Label
TLKM,0.083409995,0.5877,0.25566998,-0.009,-0.187,0.772,317989714919424.0,Tidak Memenuhi
ADHI,0.01128,0.16233999,0.03889,-0.471,,1.114,2202793410560.0,Tidak Memenuhi
CDIA,,0.19670999,0.19642,0.419,2.976,11.887,226565313003520.0,Tidak Memenuhi
JSMR,0.041589998,0.42591998,0.37528,-0.077,-0.453,0.444,25910600269824.0,Tidak Memenuhi
WIKA,-0.02246,0.0766,-0.093100004,-0.314,,1.564,8133880578048.0,Tidak Memenuhi
PTPP,-5e-05,0.15237,0.051599998,-0.227,,1.324,2362800340992.0,Tidak Memenuhi
WSKT,,,,,,,5818974994432.0,Tidak Memenuhi
BREN,0.07406,0.97147006,0.6881,0.034,0.07,1.897,1160595457966080.0,Tidak Memenuhi
PGEO,0.04125,0.5591,0.42886,0.115,-0.078,4.599,54569572761600.0,Tidak Memenuhi
EXCL,0.02562,0.60040003,-0.00526,0.218,,0.394,44644536680448.0,Tidak Memenuhi
ISAT,0.054780003,0.54104,0.18363,0.016,0.095,0.366,60792779046912.0,Tidak Memenuhi
TOWR,0.06355,0.92275,0.59348,0.025,0.063,0.187,32208467263488.0,Tidak Memenuhi
INET,0.0234,0.36602002,0.24457,3.411,13.616,7.691,2576946561024.0,Tidak Memenuhi
SSIA,0.051069997,0.25947002,0.029860001,-0.021,,2.77,7242018455552.0,Tidak Memenuhi
DATA,0.28612,0.75387,0.22251,0.103,-0.273,1.234,8078125170688.0,Tidak Memenuhi
POWR,0.058930002,0.46985,0.19955999,0.034,0.491,6.7,11160111808512.0,Tidak Memenuhi
TBIG,0.05867,0.71652,0.63192004,0.005,0.09,0.175,53089872642048.0,Tidak Memenuhi
WEGE,-0.0031400002,0.09702,-0.0026699998,-0.598,-0.995,1.941,622179975168.0,Tidak Memenuhi
TOTL,0.06007,0.19884,0.12964,0.339,0.647,1.207,3000799854592.0,Tidak Memenuhi
IPCC,0.1011,0.41237998,0.37817,0.085,0.135,5.26,2145693990912.0,Tidak Memenuhi
MTEL,0.045700002,0.89892995,0.43738997,-0.045,0.167,0.382,45657242992640.0,Tidak Memenuhi
KOKA,-0.039049998,0.07041,-1.62125,-0.629,,4.787,1173146566656.0,Tidak Memenuhi
KRYA,-0.21957001,-0.25278,-1.1605201,-0.527,,1.33,306165579776.0,Tidak Memenuhi
KBLV,-0.01005,0.44926,-7.2809496,-0.798,,0.222,336238411776.0,Tidak Memenuhi
NRCA,0.045089997,0.11807,0.06414,-0.086,0.11,1.794,1836813516800.0,Tidak Memenuhi
OASA,-0.040949997,-0.068119995,-1.7598399,-0.764,,0.504,1269443985408.0,Tidak Memenuhi
PPRE,0.05593,0.22094,0.20039,0.24,14.172,1.735,1254410420224.0,Tidak Memenuhi
ACST,-0.0363,-0.0014399999,-0.086739995,-0.385,,1.005,2297770803200.0,Tidak Memenuhi
JKON,0.01129,0.13395001,0.045539998,-0.095,-0.455,2.222,1353607151616.0,Tidak Memenuhi
JAST,-0.0113,0.27138,-0.01091,0.729,,1.008,99596967936.0,Tidak Memenuhi
CENT,0.00415,0.38037,-0.43987,0.028,,0.385,4240951214080.0,Tidak Memenuhi
KEEN,0.029830001,0.60652,0.75825995,-0.291,-0.343,1.69,3647980961792.0,Tidak Memenuhi
LINK,-0.04586,0.39373,-0.23665,0.425,,0.345,9382890831872.0,Tidak Memenuhi
GMFI,0.052800003,0.50488997,0.05686,-0.291,-0.648,0.879,3568768122880.0,Tidak Memenuhi
HGII,0.02727,0.80531,0.37083,-0.565,-0.814,8.62,1033499967488.0,Tidak Memenuhi
IPCM,0.09118,0.30597,0.16027,0.091,0.183,2.644,1709673938944.0,Memenuhi
PBSA,0.15012999,0.19673,0.14245,1.352,2.939,1.787,2759999881216.0,Tidak Memenuhi
CMNP,0.0461,0.41769,0.39005002,0.398,-0.282,0.941,8219600093184.0,Tidak Memenuhi
MPOW,-0.02617,0.04281,-0.24529,0.107,,0.382,93137666048.0,Tidak Memenuhi
KETR,0.08347,0.4369,0.35362,1.99,1.952,1.795,1324028526592.0,Tidak Memenuhi
ARKO,0.0054400004,0.25978002,0.087290004,0.313,0.078,2.962,4656307109888.0,Tidak Memenuhi
META,,,,,,,4123410563072.0,Tidak Memenuhi
DGIK,0.0177,0.13503,0.052810002,0.143,0.05,1.255,503813144576.0,Tidak Memenuhi
KARW,0.01441,0.18098,-0.22327,0.062,,0.136,292402036736.0,Tidak Memenuhi
BDKR,0.01631,0.3939,0.05076,-0.286,-0.691,4.14,812717441024.0,Tidak Memenuhi
ASLI,0.0123000005,0.16763,-0.23077999,0.035,,3.057,1249999978496.0,Tidak Memenuhi
TGRA,-0.01675,0.0,0.0,,,0.244,74250002432.0,Tidak Memenuhi
CASS,0.21225001,0.30923998,0.27969,0.156,1.036,3.352,5739112300544.0,Tidak Memenuhi
BALI,0.054279998,0.52967,0.43648997,0.251,0.696,0.976,4839548911616.0,Tidak Memenuhi
BUKK,0.01964,0.30221,0.33584,-0.049,0.145,1.137,2508429459456.0,Tidak Memenuhi
IDPR,0.029140001,0.16006,0.04598,0.108,,1.165,660990001152.0,Tidak Memenuhi
HADE,-0.28076,0.069,-0.13005,0.018,,2.912,52999999488.0,Tidak Memenuhi
MTPS,-0.05515,0.0,0.0,,,0.945,187636580352.0,Tidak Memenuhi
GOLD,0.03213,0.61751,0.41555,0.065,-0.033,1.497,378073710592.0,Tidak Memenuhi
TAMA,0.01919,0.49661,0.22729,0.354,,0.192,39600021504.0,Tidak Memenuhi
TOPS,-0.00632,-0.05088,-0.18688999,-1.0,,2.324,33329999872.0,Tidak Memenuhi
PTDU,-0.094560005,0.20537001,0.049640004,2.993,-0.992,0.299,24000000000.0,Tidak Memenuhi
GHON,0.060100004,0.75957,0.60797,-0.012,-0.213,0.432,935000014848.0,Tidak Memenuhi
MORA,0.031600002,0.43701,0.24361,-0.105,-0.593,1.881,35115302387712.0,Tidak Memenuhi
PORT,0.07379,0.28965,0.23385,0.07,,2.527,3629985300480.0,Tidak Memenuhi
RONY,-0.111090004,0.45393002,-0.71979,-0.283,,3.771,4337499897856.0,Tidak Memenuhi
SUPR,0.08303001,0.96909,0.71046996,-0.025,0.209,0.154,49882865860608.0,Tidak Memenuhi
BTEL,,,,,,,1833194881024.0,Tidak Memenuhi
IBST,0.07186,0.93016,0.68646,-0.005,,0.373,6788297523200.0,Tidak Memenuhi
PTPW,0.0383,0.33437002,0.21603,-0.036,1.72,5.188,851841908736.0,Tidak Memenuhi
LCKM,0.00542,0.17132,-8.04208,-0.909,,14.476,207999991808.0,Tidak Memenuhi
MTRA,,,,,,,187879997440.0,Tidak Memenuhi
UNVR,0.18226999,0.47616002,0.16527,0.124,1.132,0.5,97991583072256.0,Tidak Memenuhi
INDF,0.07112,0.33973,0.17940001,0.067,1.217,2.223,64975154446336.0,Tidak Memenuhi
ICBP,0.07599,0.35546002,0.20004,0.022,1.429,3.409,101458603147264.0,Tidak Memenuhi
GGRM,0.00606,0.08708,0.00985,-0.103,-0.961,2.594,33286724255744.0,Tidak Memenuhi
AALI,0.04449,0.17047001,0.06492,0.284,0.226,2.727,15012569546752.0,Tidak Memenuhi
JPFA,0.08022001,0.19502,0.07575,-0.042,-0.318,1.142,29185449918464.0,Tidak Memenuhi
MYOR,0.07305,0.21141,0.09075,-0.006,1.313,2.961,47472512598016.0,Tidak Memenuhi
CPIN,0.08262,0.15347,0.041789997,-0.099,-0.656,2.489,76578662907904.0,Tidak Memenuhi
HMSP,0.10429,0.37377998,0.15511,-0.073,-0.804,1.656,101778318163968.0,Tidak Memenuhi
LSIP,0.094639994,0.45945,0.33713,0.12,-0.019,6.636,9582048968704.0,Memenuhi
AMRT,0.06831,0.21639,0.03534,0.038,0.005,1.037,83464250458112.0,Tidak Memenuhi
MLPL,0.00397,0.16082,0.00562,-0.014,,1.057,2076576972800.0,Tidak Memenuhi
ULTJ,0.1065,0.33606997,0.19997999,0.008,1.833,8.968,15597262864384.0,Tidak Memenuhi
FORE,0.0629,0.60084,0.051680002,0.374,0.098,1.575,4682138255360.0,Tidak Memenuhi
GZCO,0.03987,0.28349,0.10557,0.415,,0.347,1728000032768.0,Tidak Memenuhi
TAPG,0.17294,0.41854,0.32549,0.247,0.541,2.269,37322775068672.0,Tidak Memenuhi
CLEO,0.14477,0.56703,0.17841,0.041,-0.222,1.252,12959999852544.0,Tidak Memenuhi
BWPT,0.07087,0.28537,0.20358999,0.402,0.41,0.654,4730599768064.0,Tidak Memenuhi
SIMP,0.06982,0.31496,0.16535999,0.286,0.457,1.643,9688319000576.0,Tidak Memenuhi
WIIM,0.08758,0.37744,0.12847,0.206,0.326,2.284,2906082508800.0,Tidak Memenuhi
MPPA,0.0072600003,0.16564,-4.0000003e-05,-0.081,,0.778,803931684864.0,Tidak Memenuhi
HOKI,-0.0046200003,0.09126,0.05327,-0.222,2.253,1.773,716153683968.0,Tidak Memenuhi
JARR,0.08687,0.14633,0.10154,0.146,-0.058,4.79,36091897839616.0,Tidak Memenuhi
CPRO,0.08217,0.20615,0.0892,0.068,0.68,1.075,3574343139328.0,Tidak Memenuhi
DSNG,0.09892,0.31346,0.2299,0.16,0.124,1.31,19980703760384.0,Tidak Memenuhi
IKAN,0.010629999,0.16176,0.034,-0.077,,2.043,94999961600.0,Tidak Memenuhi
SMAR,0.03599,0.10278,0.030550001,0.228,1.816,1.704,15007210274816.0,Tidak Memenuhi
GOOD,0.07132,0.27479,0.08886,0.065,-0.084,1.351,13276047998976.0,Tidak Memenuhi
SSMS,0.11914,0.33851,0.17513001,0.346,2.317,1.099,15335249936384.0,Tidak Memenuhi
BTEK,-0.02234,-0.34333,-0.87845004,-0.902,,7.251,555329978368.0,Tidak Memenuhi
MIDI,0.065019995,0.25691998,0.05254,0.0,0.41,1.012,13842211930112.0,Tidak Memenuhi
MAIN,0.04585,0.08718,-0.00904,-0.095,,1.505,1893797855232.0,Tidak Memenuhi
COCO,-0.12186,0.07718,-1.7010499,-0.053,,1.349,1459377012736.0,Tidak Memenuhi
PGUN,0.062459998,0.33481997,0.19374001,0.182,1.265,1.517,83342254931968.0,Tidak Memenuhi
CAMP,0.04713,0.55897,0.04888,-0.009,-0.556,5.133,1259389976576.0,Tidak Memenuhi
ANJT,0.0525,0.26356,0.26161,-0.052,,0.512,7245017907200.0,Tidak Memenuhi
WMUU,-0.02191,-0.0919,-0.07323,1.227,,1.257,388235296768.0,Tidak Memenuhi
SGRO,0.105900005,0.33321998,0.22565001,0.424,3.19,1.083,9138575769600.0,Tidak Memenuhi
PTPS,0.15849,0.66414,0.62416,0.235,1.115,34.933,442173030400.0,Tidak Memenuhi
AISA,0.04527,0.36995,0.04464,-0.002,-0.534,1.095,551829438464.0,Tidak Memenuhi
TBLA,0.05499,0.16971001,0.106800005,0.269,1.146,1.249,4475335999488.0,Tidak Memenuhi
CMRY,0.15752,0.45259,0.2356,0.206,0.235,2.939,45029326323712.0,Tidak Memenuhi
ROTI,0.06765,0.51909,0.0765,-0.062,-0.305,1.071,4503052484608.0,Tidak Memenuhi
ITIC,0.04306,0.24440001,0.21292,0.027,0.073,1.45,438375514112.0,Tidak Memenuhi
NASI,0.00678,0.133,0.019650001,-0.032,,2.559,79125200896.0,Tidak Memenuhi
BEEF,0.089090005,0.059699997,0.02735,0.219,,1.117,3897719783424.0,Tidak Memenuhi
BRRC,0.02696,0.18465,0.01184,0.113,,2.441,131152502784.0,Tidak Memenuhi
OILS,0.03814,0.04366,0.0100300005,0.754,0.639,1.259,91719426048.0,Tidak Memenuhi
DSFI,0.03599,0.15179,0.078379996,0.243,0.122,2.238,161570783232.0,Tidak Memenuhi
KEJU,0.13631,0.30605,0.13803001,0.165,0.356,2.595,4078124924928.0,Tidak Memenuhi
CSRA,0.12212,0.43554002,0.17349,0.815,0.221,1.699,1773250019328.0,Tidak Memenuhi
CEKA,0.08682,0.05386,0.02628,0.19,-0.501,4.44,1493449965568.0,Tidak Memenuhi
ADES,0.1676,0.51794,0.32779,0.529,0.659,4.021,9379359227904.0,Tidak Memenuhi
KINO,0.02475,0.44098,0.03879,-0.029,0.153,0.687,1778676400128.0,Tidak Memenuhi
ISEA,0.03925,0.16233999,0.058029998,1.488,3.113,1.49,119541145600.0,Tidak Memenuhi
NSSS,0.16356,0.55234003,0.56048,0.414,1.117,1.566,12138800218112.0,Tidak Memenuhi
STRK,-0.09861,0.01748,-3.31078,-0.547,,10.583,1972817887232.0,Tidak Memenuhi
MRAT,0.00364,0.45793998,0.02727,0.138,-0.151,2.632,174623997952.0,Tidak Memenuhi
STAA,0.17635,0.35077,0.25634,0.723,0.275,2.47,15155688636416.0,Tidak Memenuhi
PMMP,-0.02261,0.02846,0.56109,-0.932,,1.131,129415004160.0,Tidak Memenuhi
ASHA,-0.13590999,-0.06211,-0.16093999,-0.359,0.63,3.935,269999996928.0,Tidak Memenuhi
BISI,0.02113,0.38662,0.02152,-0.307,-0.995,12.243,2670000078848.0,Tidak Memenuhi
JAWA,0.029949998,0.15513,0.13299,1.153,,1.233,2581039415296.0,Tidak Memenuhi
WAPO,-0.02303,0.013730001,-0.00215,-0.009,,1.257,217161547776.0,Tidak Memenuhi
RANC,-0.01492,0.24458,-0.0020299999,-0.003,,0.895,1251590012928.0,Tidak Memenuhi
UCID,0.00777,0.1833,-0.01362,-0.173,,2.287,1787326103552.0,Tidak Memenuhi
MBTO,0.003,0.4039,-0.05795,-0.218,,0.611,220419997696.0,Tidak Memenuhi
GULA,0.0222,0.051370002,0.05446,-0.513,,1.518,445270786048.0,Tidak Memenuhi
ANDI,-0.039419997,0.034930002,-0.11455,0.303,,0.568,224399982592.0,Tidak Memenuhi
DEWI,0.02172,0.13335,0.10644,0.445,,7.03,237999996928.0,Tidak Memenuhi
TAYS,-0.06073,0.07391,-0.97789,-0.889,,0.571,79122235392.0,Tidak Memenuhi
DMND,0.03501,0.19923,0.03741,0.129,0.38,3.124,5823040323584.0,Tidak Memenuhi
YUPI,,0.32579,0.24425,-0.047,-0.106,6.034,14525630775296.0,Tidak Memenuhi
BUDI,0.03453,0.111099996,0.08095,-0.26,-0.45,1.703,1033468248064.0,Tidak Memenuhi
MLBI,0.25954,0.62141,0.42562,-0.043,-0.061,0.891,12378625277952.0,Tidak Memenuhi
PSDN,,0.03895,-0.89931,-1.0,,0.131,154080002048.0,Tidak Memenuhi
NEST,0.02953,0.06716,0.11573,-0.056,3.143,7.455,1488724951040.0,Tidak Memenuhi
FOOD,-0.29215,0.106070004,-0.22118,0.218,,0.408,243099992064.0,Tidak Memenuhi
AYAM,-0.0028,0.03636,-0.05765,-0.185,,0.983,712000012288.0,Tidak Memenuhi
STTP,0.1014,0.31677,0.20372,0.088,0.045,10.706,13460250296320.0,Tidak Memenuhi
LAPD,,,,,,,793270026240.0,Tidak Memenuhi
MKTR,0.05262,0.17592,0.091409996,0.078,1.173,3.181,1807901786112.0,Tidak Memenuhi
PSGO,0.08456001,0.31083,0.19632,-0.084,-0.246,2.471,4335500263424.0,Tidak Memenuhi
TLDN,0.15752,0.38574,0.20007999,0.259,1.146,1.279,9515699273728.0,Tidak Memenuhi
PCAR,-0.00354,0.098859996,-0.00464,0.081,,4.966,42000003072.0,Tidak Memenuhi
DLTA,,0.70175004,0.2343,0.063,0.125,2.911,1649357750272.0,Tidak Memenuhi
EPMT,0.053629998,0.09883001,0.03388,0.105,-0.048,2.356,6284044664832.0,Tidak Memenuhi
TGUK,-0.34232,0.0,-4.02755,-0.967,,0.062,489288925184.0,Tidak Memenuhi
MAXI,0.017029999,0.27418,0.110819995,0.093,-0.368,1.518,538165575680.0,Tidak Memenuhi
GUNA,0.090270005,0.13036999,0.08805,0.381,0.713,1.942,680000028672.0,Tidak Memenuhi
PNGO,0.15097,0.25708,0.18911,-0.01,0.237,1.186,2335937396736.0,Tidak Memenuhi
HERO,0.03619,0.40355998,0.08236,-0.031,-0.706,0.544,2447425929216.0,Tidak Memenuhi
SKBM,-0.00778,0.16702,0.06789,0.121,,1.433,813148471296.0,Tidak Memenuhi
SKLT,0.072340004,0.25335,0.051960003,0.133,0.062,1.684,1308900982784.0,Tidak Memenuhi
UNSP,0.05776,0.29615998,0.16165,0.04,,0.11,425027600384.0,Tidak Memenuhi
MGRO,0.0145000005,0.08033,-0.00177,1.004,,0.812,2714473070592.0,Tidak Memenuhi
BEER,0.01047,0.47724998,0.15095,-0.189,2.459,17.683,503999987712.0,Tidak Memenuhi
SDPC,0.032980002,0.08638,0.0249,-0.004,-0.223,1.103,177086005248.0,Tidak Memenuhi
TCID,-0.02079,0.2039,0.037639998,0.163,,5.142,1246613340160.0,Tidak Memenuhi
FISH,0.01873,0.04074,0.0311,-0.064,-0.504,1.349,9431999840256.0,Tidak Memenuhi
IPPE,0.00666,0.30675,-0.60707,-0.447,,11.404,64399998976.0,Tidak Memenuhi
DPUM,0.01123,0.040749997,0.0054900004,0.133,,2.508,249872400384.0,Tidak Memenuhi
MSJA,0.03813,0.18787001,0.11095,-0.098,-0.704,2.255,1717647179776.0,Tidak Memenuhi
KMDS,0.15349,0.30087,0.15538,0.32,0.109,3.751,556000018432.0,Tidak Memenuhi
BUAH,0.108500004,0.074200004,0.03753,0.472,3.402,1.638,1459999997952.0,Tidak Memenuhi
TGKA,0.054569997,0.09335,0.019809999,0.058,-0.03,2.038,4868011458560.0,Tidak Memenuhi
ENZO,0.02894,0.12417,0.00501,-0.439,,1.696,86501883904.0,Tidak Memenuhi
BOBA,0.09109,0.32334998,0.2233,0.079,0.68,3.792,242707496960.0,Tidak Memenuhi
WMPP,,,,,,,353028014080.0,Tidak Memenuhi
WINE,0.086840004,0.4225,0.24305001,-0.016,-0.102,2.789,536580030464.0,Tidak Memenuhi
CBUT,0.05831,0.14251,0.022939999,0.827,4.437,1.313,4156249866240.0,Tidak Memenuhi
VICI,0.10561,0.55559,0.16097,-0.022,-0.159,4.379,4158959910912.0,Tidak Memenuhi
DAYA,0.092530005,0.32434,0.04563,0.355,0.453,0.779,3098300383232.0,Tidak Memenuhi
CRAB,0.07293,0.15138,0.05499,-0.117,-0.05,3.672,561600004096.0,Tidak Memenuhi
AGAR,0.01584,0.08145001,-0.026300002,-0.443,,1.585,242000003072.0,Tidak Memenuhi
FAPA,0.10012999,0.28698,0.20528999,0.326,0.728,0.79,21432685821952.0,Tidak Memenuhi
SIPD,0.00044,0.08081,-0.03859,-0.111,,0.952,1296566976512.0,Tidak Memenuhi
TRGU,0.02219,0.046409998,0.071669996,-0.244,,0.929,1485792215040.0,Tidak Memenuhi
ALTO,-0.02279,-0.02378,-1.0428,-0.821,,0.644,39453667328.0,Tidak Memenuhi
GOLL,,,,,,,183249993728.0,Tidak Memenuhi
WICO,-0.35739,0.11903,-0.122609995,-0.379,,0.278,294426378240.0,Tidak Memenuhi
MAGP,,,,,,,449999962112.0,Tidak Memenuhi
CTRA,0.04912,0.46292,0.27974,0.158,0.053,1.722,16404089667584.0,Memenuhi
BSDE,0.03263,0.60447,0.37304002,0.033,0.08,2.515,20495126757376.0,Tidak Memenuhi
PWON,0.05243,0.56353,0.41426998,0.144,-0.277,3.976,17722733756416.0,Memenuhi
SMRA,0.053200003,0.5004,0.29899,-0.3,-0.15,1.177,6471359135744.0,Tidak Memenuhi
PANI,0.02094,0.57589,0.49537998,0.463,0.346,1.889,237508235362304.0,Tidak Memenuhi
KIJA,0.066420004,0.41669,0.31983998,-0.152,0.525,6.48,3927416242176.0,Memenuhi
CBDK,0.0374,0.58054,0.56474,0.661,0.824,1.289,35997798629376.0,Tidak Memenuhi
DMAS,0.06973,0.69428,0.29992,-0.839,-0.823,12.545,6410348789760.0,Memenuhi
DADA,0.0106,0.62312,0.25320998,0.08,7.691,0.6,371576537088.0,Tidak Memenuhi
ASRI,0.0251,0.52786,0.29197,-0.413,,0.992,3183204630528.0,Tidak Memenuhi
BKSL,0.00978,0.51814,0.37444,0.852,,0.895,19621941870592.0,Tidak Memenuhi
LPKR,0.00745,0.35844,0.0387,-0.411,,4.432,6308081172480.0,Tidak Memenuhi
BSBK,0.03274,0.65415,0.40161,0.045,-0.114,1.282,1781523677184.0,Memenuhi
APLN,0.03159,0.43596,0.12005,-0.306,,2.004,2269932683264.0,Tidak Memenuhi
REAL,0.03968,0.24609,0.073850006,0.527,0.184,24.073,497520771072.0,Tidak Memenuhi
DILD,0.02168,0.32875,0.22724001,-0.118,-0.996,1.198,1389024378880.0,Tidak Memenuhi
BEST,0.010779999,0.58901,0.00404,-0.566,,9.034,1032262254592.0,Tidak Memenuhi
PPRO,-0.00439,-0.107259996,-0.08701,-0.095,,4.211,1295189147648.0,Tidak Memenuhi
MMLP,0.02454,0.9317,0.68299,0.027,4.074,1.75,3823469592576.0,Tidak Memenuhi
LPCK,-0.081870005,0.19578,0.05723,3.28,1.012,2.303,3157831712768.0,Tidak Memenuhi
UANG,-0.01437,0.58007,0.041589998,0.534,,1.369,2528900022272.0,Tidak Memenuhi
PAMG,0.01334,0.4659,0.20108,-0.063,,0.613,203124998144.0,Tidak Memenuhi
MDLN,0.00798,0.47319,-3.13711,0.48,,0.792,704891650048.0,Tidak Memenuhi
GPRA,0.055370003,0.681,0.20694,-0.399,0.05,5.24,568795136000.0,Tidak Memenuhi
ADCP,0.00211,0.28886,0.00903,-0.51,-0.998,1.516,1222222151680.0,Tidak Memenuhi
ELTY,0.0078799995,0.31076,0.15263,0.203,2.199,0.876,826916339712.0,Tidak Memenuhi
JRPT,0.05688,0.54642,0.43342,0.148,0.203,1.121,11103218171904.0,Memenuhi
BCIP,0.00296,0.3975,0.099989995,0.429,-0.113,3.015,160150536192.0,Tidak Memenuhi
BAPA,-0.02138,0.13292,-26.265831,-0.915,,1.772,44339560448.0,Tidak Memenuhi
WINR,0.020079998,0.50536996,0.33812,5.752,,5.759,193706704896.0,Tidak Memenuhi
SMDM,0.00829,0.55554,0.12897,-0.722,-0.944,6.031,3984735338496.0,Tidak Memenuhi
CSIS,,0.42296,0.4907,0.039,0.096,2.705,295382024192.0,Tidak Memenuhi
KOCI,0.08863,0.43828,0.2894,-0.109,-0.153,8.352,375326048256.0,Tidak Memenuhi
TRIN,-0.0322,0.23357001,-0.1163,-0.402,,1.641,1749687861248.0,Tidak Memenuhi
KSIX,0.01396,0.58509,0.13687,-0.553,-0.776,47.696,748241158144.0,Tidak Memenuhi
CITY,0.009459999,0.54657,0.13819,0.26,2.061,7.272,908071796736.0,Tidak Memenuhi
AMAN,0.04235,0.65308,0.33192003,-0.105,-0.285,2.314,546163490816.0,Tidak Memenuhi
KBAG,-0.033099998,0.53303003,-4.43147,-0.754,,3.768,307450118144.0,Tidak Memenuhi
NZIA,-0.00484,0.37048998,0.06321,-0.248,,7.114,243927007232.0,Tidak Memenuhi
TRUE,-0.0177,0.33341,-0.35483003,-0.502,,1.899,946388467712.0,Tidak Memenuhi
LAND,0.0043099998,0.47637,0.15865,-0.273,-0.853,0.936,92156461056.0,Tidak Memenuhi
DUTI,0.0364,0.59056,0.24184,-0.544,-0.869,4.3,8065999962112.0,Tidak Memenuhi
INDO,0.01636,0.66353995,2.50659,0.067,0.596,70.721,1039532097536.0,Tidak Memenuhi
ASPI,0.0037,0.48178002,-1.3642501,-0.972,,5.33,536791449600.0,Tidak Memenuhi
GRIA,0.00223,0.28635,0.05314,0.257,0.244,4.519,737572028416.0,Tidak Memenuhi
BAPI,-0.00287,0.30392998,-1.62939,-0.333,,6.608,117431582720.0,Tidak Memenuhi
LPLI,-0.01114,0.094469994,-0.81864,-0.184,,141.798,632033705984.0,Tidak Memenuhi
SAGE,-0.0047299997,0.51264,-9.59271,-0.972,,4.815,224938770432.0,Tidak Memenuhi
RBMS,-0.00438,0.57442003,-0.00075999997,0.387,,1.433,90311229440.0,Tidak Memenuhi
TARA,-0.0017,0.61288,-0.25502002,-0.382,,1.179,241671487488.0,Tidak Memenuhi
MTLA,0.04881,0.47476003,0.30875,0.005,0.152,3.844,3291704459264.0,Tidak Memenuhi
VAST,0.029719999,0.86814004,0.56714,0.032,0.031,0.642,455302381568.0,Tidak Memenuhi
PURI,-0.0050199996,0.32331002,-0.051370002,1.091,,1.203,463999991808.0,Tidak Memenuhi
SATU,-0.01235,0.46778,0.050419997,-0.301,,1.395,349250027520.0,Tidak Memenuhi
RODA,-0.00403,0.57951,-0.63208,-0.501,,4.549,557277249536.0,Tidak Memenuhi
EMDE,0.09819999,0.45266998,0.13735,-0.016,,2.469,324949999616.0,Memenuhi
RISE,0.01364,0.45863998,0.15035,0.067,1.153,2.613,126141134274560.0,Tidak Memenuhi
MPRO,-0.00825,0.29538,-2.66651,41.39,,0.034,64626251268096.0,Tidak Memenuhi
HOMI,0.00257,0.24471001,0.15810001,-0.038,-0.697,1.558,686700036096.0,Tidak Memenuhi
PLIN,0.03201,0.65410006,0.47035998,0.026,-0.003,1.531,8874741465088.0,Tidak Memenuhi
BBSS,-0.00318,0.89766,-1.33367,0.476,,52.196,1708805586944.0,Tidak Memenuhi
FMII,0.02059,0.69535005,0.48490003,-1.0,,2.707,2316800098304.0,Tidak Memenuhi
ATAP,-0.0076599997,0.37704,0.016619999,-0.228,,5.953,116250001408.0,Tidak Memenuhi
PUDP,-0.015420001,0.54869,-0.19376,-0.137,0.705,16.944,563547602944.0,Tidak Memenuhi
NASA,0.00332,0.81911004,0.44047,-0.238,-0.356,2.311,330147856384.0,Tidak Memenuhi
MKPI,0.07892,0.54093,0.44020998,-0.042,-0.135,1.658,22543312355328.0,Tidak Memenuhi
BKDP,-0.02574,-0.12672,-0.87023,0.351,,0.278,315587657728.0,Tidak Memenuhi
RDTX,0.06623,0.64972,0.63483,0.062,0.686,2.63,3333120065536.0,Tidak Memenuhi
CBPE,0.0887,0.67087996,0.45715,-0.266,-0.358,3.622,360762507264.0,Tidak Memenuhi
URBN,-0.0022,0.0,-0.29571,,,1.101,446102536192.0,Tidak Memenuhi
POLL,0.0087,0.43167,0.24745001,-0.249,-0.64,1.442,931708207104.0,Tidak Memenuhi
GMTD,0.02159,0.48291,0.20472,0.46,0.17,4.634,2162759303168.0,Tidak Memenuhi
BIPP,0.02192,0.47481,0.25358,0.007,,1.23,211204112384.0,Tidak Memenuhi
DART,0.00797,0.47397,0.18747999,0.056,,0.079,518329499648.0,Tidak Memenuhi
MTSM,-0.00925,0.29869,0.03421,0.981,,2.586,116423999488.0,Tidak Memenuhi
INPP,0.021710001,0.58278,0.19003999,0.993,-0.466,2.67,7715560095744.0,Tidak Memenuhi
OMRE,-0.02441,-0.20119,-3.3613,-0.561,,0.114,1390139539456.0,Tidak Memenuhi
POSA,,,,,,,419443507200.0,Tidak Memenuhi
POLI,0.030079998,0.47414002,0.25351998,1.421,1.898,1.475,1528000151552.0,Tidak Memenuhi
ROCK,0.011770001,0.49168,0.25794,0.244,-0.13,1.265,853935194112.0,Tidak Memenuhi
NIRO,0.01342,0.48310003,0.13057,0.222,,1.791,6171286568960.0,Tidak Memenuhi
BIKA,-0.0019,0.53830004,-0.66290003,-0.277,,1.13,32575399936.0,Tidak Memenuhi
CPRI,,,,,,,121668993024.0,Tidak Memenuhi
RIMO,,,,,,,2202480148480.0,Tidak Memenuhi
ARMY,,,,,,,450312503296.0,Tidak Memenuhi
GAMA,,,,,,,180198490112.0,Tidak Memenuhi
LCGP,,,,,,,641820000256.0,Tidak Memenuhi
COWL,,,,,,,243560497152.0,Tidak Memenuhi
GOTO,-0.00599,0.57025003,-0.010720001,0.207,,2.57,63504870539264.0,Tidak Memenuhi
WIFI,0.09725001,0.71567,0.85627997,0.666,1.554,1.929,16297246064640.0,Tidak Memenuhi
